Occasion,Date,Time,Tag_prefix,Tag_ID,Tag_ID_cor,Site,Species,Section,Length,Weight,Recap,Mortality,Potential_error,Comments
2,02/06/2021,10:16:37.520,a,900.226001698421,a900.226001698421,NorthCampus_CMR,green_sunfish,6,89,10.1,n,n,n,
2,02/06/2021,10:24:27.770,a,900.226001167733,a900.226001167733,NorthCampus_CMR,creek_chub,7,167,50.8,y,n,n,
2,02/06/2021,10:26:40.033,a,900.226001698473,a900.226001698473,NorthCampus_CMR,creek_chub,8,91,7.8,n,n,n,
2,02/06/2021,10:28:00.826,a,900.226001698409,a900.226001698409,NorthCampus_CMR,green_sunfish,8,87,11.1,n,n,n,
2,02/06/2021,NA,a,NA,NA,NorthCampus_CMR,NA,9,NA,NA,NA,NA,n,NO_FISH
2,02/06/2021,10:34:58.806,a,900.226001167963,a900.226001167963,NorthCampus_CMR,redbreast_sunfish,10,84,9,y,n,n,
2,02/06/2021,10:35:51.054,a,900.226001167703,a900.226001167703,NorthCampus_CMR,redbreast_sunfish,10,87,9.9,n,n,n,
2,02/06/2021,10:36:37.952,a,900.226001698437,a900.226001698437,NorthCampus_CMR,redbreast_sunfish,10,87,8.3,n,n,n,
2,02/06/2021,10:38:25.562,a,900.226001167709,a900.226001167709,NorthCampus_CMR,redbreast_sunfish,10,97,13.6,n,n,n,
2,02/06/2021,10:39:24.719,a,900.226001167796,a900.226001167796,NorthCampus_CMR,green_sunfish,10,88,9.8,n,n,n,
2,02/06/2021,10:40:33.262,a,900.226001167720,a900.226001167720,NorthCampus_CMR,green_sunfish,10,84,8.7,n,n,n,
2,02/06/2021,10:41:14.834,a,900.226001167716,a900.226001167716,NorthCampus_CMR,redbreast_sunfish,10,92,10.9,n,n,n,
2,02/06/2021,10:42:13.271,a,900.226001167783,a900.226001167783,NorthCampus_CMR,green_sunfish,10,98,14.4,n,n,n,
2,02/06/2021,10:43:20.359,a,900.226001167745,a900.226001167745,NorthCampus_CMR,redbreast_sunfish,10,155,52.3,n,n,n,
2,02/06/2021,10:44:40.429,a,900.226001167738,a900.226001167738,NorthCampus_CMR,bluegill,10,85,8.6,n,n,n,
2,02/06/2021,10:46:35.623,a,900.226001167701,a900.226001167701,NorthCampus_CMR,bluehead_chub,10,126,24.5,n,n,n,
2,02/06/2021,10:47:28.499,a,900.226001167746,a900.226001167746,NorthCampus_CMR,striped_jumprock,10,173,48.5,n,n,n,
2,02/06/2021,10:48:16.325,a,900.226001167751,a900.226001167751,NorthCampus_CMR,bluegill,10,71,4.3,n,n,n,
2,02/06/2021,10:52:25.375,a,900.226001167999,a900.226001167999,NorthCampus_CMR,redbreast_sunfish,10,68,4.5,y,n,n,
2,02/06/2021,10:53:01.602,a,900.226001167923,a900.226001167923,NorthCampus_CMR,redbreast_sunfish,10,80,7.3,y,n,n,
2,02/06/2021,10:54:00.706,a,900.226001167773,a900.226001167773,NorthCampus_CMR,redbreast_sunfish,10,125,28.5,n,n,n,
2,02/06/2021,10:55:09.956,a,900.226001167755,a900.226001167755,NorthCampus_CMR,redbreast_sunfish,10,115,22.2,n,n,n,
2,02/06/2021,10:56:34.943,a,900.226001698488,a900.226001698488,NorthCampus_CMR,redbreast_sunfish,10,115,21.5,n,n,n,
2,02/06/2021,10:57:38.485,a,900.226001698498,a900.226001698498,NorthCampus_CMR,redbreast_sunfish,10,114,21.9,n,n,n,
2,02/06/2021,10:58:34.649,a,900.226001698426,a900.226001698426,NorthCampus_CMR,redbreast_sunfish,10,101,14.7,n,n,n,
2,02/06/2021,10:59:37.905,a,900.226001167719,a900.226001167719,NorthCampus_CMR,redbreast_sunfish,10,112,23.1,n,n,n,
2,02/06/2021,11:01:13.337,a,900.226001167737,a900.226001167737,NorthCampus_CMR,redbreast_sunfish,10,84,8.9,n,n,n,
2,02/06/2021,11:01:46.333,a,900.226001167760,a900.226001167760,NorthCampus_CMR,redbreast_sunfish,10,111,21.1,n,n,n,
2,02/06/2021,11:02:49.106,a,900.226001167715,a900.226001167715,NorthCampus_CMR,redbreast_sunfish,10,90,10.6,n,n,n,
2,02/06/2021,11:04:16.413,a,900.226001167705,a900.226001167705,NorthCampus_CMR,green_sunfish,10,73,6,n,n,n,
2,02/06/2021,11:05:31.178,a,900.226001167766,a900.226001167766,NorthCampus_CMR,green_sunfish,10,83,8.1,n,n,n,
2,02/06/2021,11:06:24.440,a,900.226001167706,a900.226001167706,NorthCampus_CMR,green_sunfish,10,78,6.4,n,n,n,
2,02/06/2021,11:07:55.051,a,900.226001167758,a900.226001167758,NorthCampus_CMR,bluegill,10,87,8.8,n,n,n,
2,02/06/2021,11:09:20.750,a,900.226001167700,a900.226001167700,NorthCampus_CMR,bluegill,10,100,13.3,n,n,n,
2,02/06/2021,11:10:28.580,a,900.226001167764,a900.226001167764,NorthCampus_CMR,redbreast_sunfish,10,72,6.3,n,n,n,
2,02/06/2021,11:11:11.378,a,900.226001167769,a900.226001167769,NorthCampus_CMR,redbreast_sunfish,10,77,6.7,n,n,n,
2,02/06/2021,11:14:43.433,a,900.226001167735,a900.226001167735,NorthCampus_CMR,creek_chub,10,110,14.4,n,n,n,
2,02/06/2021,11:17:42.955,a,900.226001167785,a900.226001167785,NorthCampus_CMR,redbreast_sunfish,11,118,22.2,n,n,n,
2,02/06/2021,11:18:34.363,a,900.226001167728,a900.226001167728,NorthCampus_CMR,redbreast_sunfish,11,104,17.5,n,n,n,
2,02/06/2021,11:19:13.690,a,900.226001167765,a900.226001167765,NorthCampus_CMR,bluehead_chub,11,134,25.9,n,n,n,
2,02/06/2021,11:20:26.041,a,900.226001698400,a900.226001698400,NorthCampus_CMR,green_sunfish,11,131,34.1,n,n,n,
2,02/06/2021,11:21:11.381,a,900.226001698454,a900.226001698454,NorthCampus_CMR,green_sunfish,11,75,6.9,n,n,n,
2,02/06/2021,11:22:30.962,a,900.226001698447,a900.226001698447,NorthCampus_CMR,bluehead_chub,11,116,17.5,n,n,n,
2,02/06/2021,11:23:52.551,a,900.226001698467,a900.226001698467,NorthCampus_CMR,bluehead_chub,11,99,11.8,n,n,n,
2,02/06/2021,11:24:48.437,a,900.226001698416,a900.226001698416,NorthCampus_CMR,bluehead_chub,11,87,7.4,n,n,n,
2,02/06/2021,12:13:21.044,a,900.226001167926,a900.226001167926,NorthCampus_CMR,redbreast_sunfish,12,141,45,y,n,n,
2,02/06/2021,12:15:23.074,a,900.226001698406,a900.226001698406,NorthCampus_CMR,redbreast_sunfish,12,157,60.1,n,n,n,
2,02/06/2021,12:16:13.532,a,900.226001698490,a900.226001698490,NorthCampus_CMR,bluehead_chub,12,127,24.5,n,n,n,
2,02/06/2021,12:16:48.654,a,900.226001698461,a900.226001698461,NorthCampus_CMR,green_sunfish,12,85,9.1,n,n,n,
2,02/06/2021,12:17:18.846,a,900.226001698466,a900.226001698466,NorthCampus_CMR,green_sunfish,12,82,8.8,n,n,n,
2,02/06/2021,12:17:50.656,a,900.226001698459,a900.226001698459,NorthCampus_CMR,green_sunfish,12,84,8.7,n,n,n,
2,02/06/2021,12:18:43.569,a,900.226001698493,a900.226001698493,NorthCampus_CMR,redbreast_sunfish,12,60,3.4,n,n,n,
2,02/06/2021,12:21:35.565,a,900.226001167899,a900.226001167899,NorthCampus_CMR,redbreast_sunfish,13,126,28.2,y,n,n,
2,02/06/2021,12:22:10.709,a,900.226001167857,a900.226001167857,NorthCampus_CMR,redbreast_sunfish,13,90,12.1,y,n,n,
2,02/06/2021,12:22:33.307,a,900.226001167863,a900.226001167863,NorthCampus_CMR,green_sunfish,13,77,6.8,y,n,n,
2,02/06/2021,12:23:21.147,a,900.226001698460,a900.226001698460,NorthCampus_CMR,green_sunfish,13,150,54.3,n,n,n,
2,02/06/2021,12:23:59.582,a,900.226001698497,a900.226001698497,NorthCampus_CMR,creek_chub,13,131,26.8,n,n,n,
2,02/06/2021,12:24:34.922,a,900.226001698434,a900.226001698434,NorthCampus_CMR,green_sunfish,13,126,31.9,n,n,n,
2,02/06/2021,12:25:08.109,a,900.226001698474,a900.226001698474,NorthCampus_CMR,green_sunfish,13,112,21.4,n,n,n,
2,02/06/2021,12:25:50.611,a,900.226001698457,a900.226001698457,NorthCampus_CMR,green_sunfish,13,127,34.3,n,n,n,
2,02/06/2021,12:26:25.238,a,900.226001698494,a900.226001698494,NorthCampus_CMR,green_sunfish,13,91,11.5,n,n,n,
2,02/06/2021,12:26:59.049,a,900.226001698410,a900.226001698410,NorthCampus_CMR,redbreast_sunfish,13,98,14,n,n,n,
2,02/06/2021,12:37:43.390,a,900.226001167828,a900.226001167828,NorthCampus_CMR,redbreast_sunfish,14,80,7.1,y,n,n,
2,02/06/2021,12:38:14.484,a,900.226001698419,a900.226001698419,NorthCampus_CMR,redbreast_sunfish,14,107,18.3,n,n,n,
2,02/06/2021,12:38:40.244,a,900.226001698499,a900.226001698499,NorthCampus_CMR,green_sunfish,14,75,6,n,n,n,
2,02/06/2021,12:50:53.461,a,900.226001698489,a900.226001698489,NorthCampus_CMR,striped_jumprock,15,147,26.6,n,n,n,
2,02/06/2021,12:51:35.615,a,900.226001698424,a900.226001698424,NorthCampus_CMR,striped_jumprock,15,150,30.4,n,n,n,
2,02/06/2021,12:51:59.609,a,900.226001698483,a900.226001698483,NorthCampus_CMR,creek_chub,15,97,10.2,n,n,n,
2,02/06/2021,12:54:24.138,a,900.226001698479,a900.226001698479,NorthCampus_CMR,bluehead_chub,16,87,7.3,n,n,n,
2,02/06/2021,12:54:57.818,a,900.226001698417,a900.226001698417,NorthCampus_CMR,creek_chub,16,144,33.5,n,n,n,
2,02/06/2021,12:55:21.732,a,900.226001698477,a900.226001698477,NorthCampus_CMR,bluehead_chub,16,133,26.7,n,n,n,
2,02/06/2021,12:55:43.867,a,900.226001698411,a900.226001698411,NorthCampus_CMR,bluehead_chub,16,130,24.3,n,n,n,
2,02/06/2021,12:56:04.918,a,900.226001698438,a900.226001698438,NorthCampus_CMR,bluehead_chub,16,90,7.4,n,n,n,
2,02/06/2021,12:57:13.584,a,900.226001698462,a900.226001698462,NorthCampus_CMR,bluehead_chub,16,84,7.1,n,n,n,
2,02/06/2021,12:57:36.312,a,900.226001698414,a900.226001698414,NorthCampus_CMR,bluehead_chub,16,88,7.2,n,n,n,
2,02/06/2021,13:03:21.009,a,900.226001167861,a900.226001167861,NorthCampus_CMR,green_sunfish,17,95,12.7,y,n,n,
2,02/06/2021,13:03:59.828,a,900.226001698478,a900.226001698478,NorthCampus_CMR,creek_chub,17,94,8.5,n,n,n,
2,02/06/2021,NA,a,NA,NA,NorthCampus_CMR,NA,18,NA,NA,NA,NA,n,NO_FISH
2,02/06/2021,NA,a,NA,NA,NorthCampus_CMR,NA,19,NA,NA,NA,NA,n,NO_FISH
2,02/06/2021,14:21:45.645,a,900.226001167718,a900.226001167718,NorthCampus_CMR,bluehead_chub,20,96,9.9,y,n,n,
2,02/06/2021,14:22:15.590,a,900.226001167858,a900.226001167858,NorthCampus_CMR,green_sunfish,20,103,14,y,n,n,
2,02/06/2021,14:22:36.802,a,900.226001698455,a900.226001698455,NorthCampus_CMR,creek_chub,20,97,9.4,n,n,n,2/6/21 SK recap corrected
2,02/06/2021,14:22:59.171,a,900.226001167802,a900.226001167802,NorthCampus_CMR,creek_chub,20,107,12.8,y,n,n,
2,02/06/2021,14:23:35.830,a,900.226001698404,a900.226001698404,NorthCampus_CMR,creek_chub,20,68,2.8,n,n,n,2/6/21 SK recap corrected
2,02/06/2021,14:24:00.614,a,900.226001698407,a900.226001698407,NorthCampus_CMR,creek_chub,20,95,8.4,n,n,n,
2,02/06/2021,14:24:15.418,a,900.226001698470,a900.226001698470,NorthCampus_CMR,creek_chub,20,87,6,n,n,n,
2,02/06/2021,14:24:33.989,a,900.226001698481,a900.226001698481,NorthCampus_CMR,green_sunfish,20,74,6.4,n,n,n,
2,02/06/2021,14:25:18.859,a,900.226001698482,a900.226001698482,NorthCampus_CMR,bluehead_chub,20,63,2.8,n,n,n,
2,02/06/2021,NA,a,NA,NA,NorthCampus_CMR,NA,21,NA,NA,NA,NA,n,NO_FISH
2,02/06/2021,13:59:03.048,a,900.226001167804,a900.226001167804,NorthCampus_CMR,creek_chub,22,100,10.8,y,n,n,
2,02/06/2021,13:59:40.757,a,900.226001698427,a900.226001698427,NorthCampus_CMR,redbreast_sunfish,22,124,30.1,n,n,n,
2,02/06/2021,14:00:03.282,a,900.226001698491,a900.226001698491,NorthCampus_CMR,green_sunfish,22,92,14.3,n,n,n,
2,02/06/2021,14:00:52.265,a,900.226001698484,a900.226001698484,NorthCampus_CMR,creek_chub,22,120,18.8,n,n,n,
2,02/06/2021,14:01:12.049,a,900.226001698463,a900.226001698463,NorthCampus_CMR,bluehead_chub,22,115,17,n,n,n,
2,02/06/2021,14:01:36.271,a,900.226001698429,a900.226001698429,NorthCampus_CMR,creek_chub,22,87,6.4,n,n,n,
2,02/06/2021,14:01:58.470,a,900.226001698423,a900.226001698423,NorthCampus_CMR,green_sunfish,22,83,9.6,n,n,n,
2,02/06/2021,14:07:07.151,a,900.226001167726,a900.226001167726,NorthCampus_CMR,creek_chub,23,94,8.9,y,n,n,
2,02/06/2021,14:07:32.018,a,900.226001167722,a900.226001167722,NorthCampus_CMR,creek_chub,23,95,9,y,n,n,
2,02/06/2021,14:07:58.711,a,900.226001167753,a900.226001167753,NorthCampus_CMR,creek_chub,23,88,6.9,y,n,n,
2,02/06/2021,14:08:14.568,a,900.226001698450,a900.226001698450,NorthCampus_CMR,striped_jumprock,23,164,40.3,n,n,n,
2,02/06/2021,14:08:37.724,a,900.226001698469,a900.226001698469,NorthCampus_CMR,creek_chub,23,90,7.5,n,n,n,
2,02/06/2021,14:08:58.971,a,900.226001698446,a900.226001698446,NorthCampus_CMR,green_sunfish,23,89,10.4,n,n,n,
2,02/06/2021,14:12:43.054,a,900.226001698456,a900.226001698456,NorthCampus_CMR,creek_chub,24,60,2.4,n,n,n,
2,02/06/2021,14:13:08.623,a,900.226001698431,a900.226001698431,NorthCampus_CMR,green_sunfish,24,61,3.5,n,n,n,
2,02/06/2021,NA,a,NA,NA,NorthCampus_CMR,NA,25,NA,NA,NA,NA,n,NO_FISH
2,02/06/2021,14:16:44.812,a,900.226001167873,a900.226001167873,NorthCampus_CMR,creek_chub,26,94,9.7,y,n,n,
2,02/06/2021,14:17:16.480,a,900.226001167893,a900.226001167893,NorthCampus_CMR,creek_chub,26,111,14.8,y,n,n,
2,02/06/2021,14:17:42.567,a,900.226001167887,a900.226001167887,NorthCampus_CMR,creek_chub,26,95,9.9,y,n,n,
2,02/06/2021,14:18:03.683,a,900.226001698480,a900.226001698480,NorthCampus_CMR,creek_chub,26,94,8.5,n,n,n,
2,02/06/2021,14:18:38.703,a,900.226001698408,a900.226001698408,NorthCampus_CMR,green_sunfish,26,102,16.7,n,n,n,
2,02/06/2021,14:19:08.497,a,900.226001698436,a900.226001698436,NorthCampus_CMR,bluehead_chub,26,69,3.7,n,n,n,
2,02/21/2021,NA,a,NA,NA,NorthCampus_CMR,NA,27,NA,NA,NA,NA,n,NO_FISH
2,02/21/2021,NA,a,NA,NA,NorthCampus_CMR,NA,28,NA,NA,NA,NA,n,NO_FISH
2,02/21/2021,08:57:25.296,a,900.226001698582,a900.226001698582,NorthCampus_CMR,creek_chub,29,63,2.1,n,n,n,
2,02/21/2021,08:58:14.917,a,900.226001167834,a900.226001167834,NorthCampus_CMR,bluehead_chub,29,72,5,y,n,n,
2,02/21/2021,09:01:22.772,a,900.226001167815,a900.226001167815,NorthCampus_CMR,creek_chub,30,89,6.8,y,n,n,
2,02/21/2021,09:01:44.091,a,900.226001167821,a900.226001167821,NorthCampus_CMR,creek_chub,30,83,6,y,n,n,
2,02/21/2021,09:02:05.356,a,900.226001167793,a900.226001167793,NorthCampus_CMR,bluehead_chub,30,104,12.7,y,n,n,injured
2,02/21/2021,09:02:35.817,a,900.226001698451,a900.226001698451,NorthCampus_CMR,bluehead_chub,30,150,40,n,n,n,male
2,02/21/2021,09:03:25.853,a,900.226001698552,a900.226001698552,NorthCampus_CMR,bluehead_chub,30,118,18.3,n,n,n,
2,02/21/2021,09:03:56.554,a,900.226001698537,a900.226001698537,NorthCampus_CMR,creek_chub,30,81,5.2,n,n,n,
2,02/21/2021,09:05:35.693,a,900.226001698587,a900.226001698587,NorthCampus_CMR,creek_chub,31,102,12.4,n,n,n,
2,02/21/2021,09:05:58.664,a,900.226001698518,a900.226001698518,NorthCampus_CMR,green_sunfish,31,87,9,n,n,n,
2,02/21/2021,09:06:36.836,a,900.226001698515,a900.226001698515,NorthCampus_CMR,creek_chub,31,84,5.2,n,n,n,
2,02/21/2021,09:07:16.809,a,900.226001698583,a900.226001698583,NorthCampus_CMR,green_sunfish,31,77,7.2,n,n,n,
2,02/21/2021,09:08:42.870,a,900.226001698525,a900.226001698525,NorthCampus_CMR,bluegill,32,82,7.1,n,n,n,
2,02/21/2021,NA,a,NA,NA,NorthCampus_CMR,NA,33,NA,NA,NA,NA,n,NO_FISH
2,02/21/2021,09:25:34.647,a,900.226001698556,a900.226001698556,NorthCampus_CMR,bluegill,34,91,9.8,n,n,n,
2,02/21/2021,09:26:04.620,a,900.226001698524,a900.226001698524,NorthCampus_CMR,creek_chub,34,138,32.5,n,n,n,5/18/21 SK species ID corrected
2,02/21/2021,09:26:48.155,a,900.226001698553,a900.226001698553,NorthCampus_CMR,bluegill,34,86,8.5,n,n,n,
2,02/21/2021,09:27:12.921,a,900.226001698510,a900.226001698510,NorthCampus_CMR,bluegill,34,83,6.7,n,n,n,
2,02/21/2021,09:29:06.172,a,900.226001167814,a900.226001167814,NorthCampus_CMR,green_sunfish,35,85,10.2,y,n,n,
2,02/21/2021,09:29:34.560,a,900.226001167867,a900.226001167867,NorthCampus_CMR,creek_chub,35,114,15.9,y,n,n,
2,02/21/2021,09:30:17.641,a,900.226001698538,a900.226001698538,NorthCampus_CMR,bluegill,35,72,4.6,n,n,n,
2,02/21/2021,09:30:43.596,a,900.226001698592,a900.226001698592,NorthCampus_CMR,creek_chub,35,106,12,n,n,n,
2,02/21/2021,09:31:12.482,a,900.226001698560,a900.226001698560,NorthCampus_CMR,creek_chub,35,169,59.9,n,n,n,
2,02/21/2021,09:31:39.376,a,900.226001698597,a900.226001698597,NorthCampus_CMR,green_sunfish,35,77,7.2,n,n,n,
2,02/21/2021,09:36:09.187,a,900.226001698514,a900.226001698514,NorthCampus_CMR,green_sunfish,36,80,8.4,n,n,n,
2,02/21/2021,09:37:30.058,a,900.226001698513,a900.226001698513,NorthCampus_CMR,green_sunfish,37,77,6.8,n,n,n,
2,02/21/2021,09:56:53.655,a,900.226001167839,a900.226001167839,NorthCampus_CMR,creek_chub,38,91,8.1,y,n,n,
2,02/21/2021,09:59:24.085,a,900.226001698574,a900.226001698574,NorthCampus_CMR,creek_chub,38,104,11.9,n,n,n,
2,02/21/2021,10:02:36.462,a,900.226001698502,a900.226001698502,NorthCampus_CMR,creek_chub,38,122,21.3,n,n,n,
2,02/21/2021,10:04:19.957,a,900.226001698512,a900.226001698512,NorthCampus_CMR,creek_chub,38,110,14.3,n,n,n,
2,02/21/2021,10:13:58.411,a,900.226001167742,a900.226001167742,NorthCampus_CMR,creek_chub,39,91,7.6,y,n,n,
2,02/21/2021,10:17:25.093,a,900.226001167884,a900.226001167884,NorthCampus_CMR,bluehead_chub,40,92,8.8,y,n,n,
2,02/21/2021,10:21:23.853,a,900.226001698580,a900.226001698580,NorthCampus_CMR,green_sunfish,41,70,5.1,n,n,n,
2,02/21/2021,10:24:58.396,a,900.226001698540,a900.226001698540,NorthCampus_CMR,bluehead_chub,41,65,2.8,n,n,n,
2,02/21/2021,10:37:03.447,a,900.226001167823,a900.226001167823,NorthCampus_CMR,bluehead_chub,42,92,9.4,y,n,n,
2,02/21/2021,10:38:29.801,a,900.226001698528,a900.226001698528,NorthCampus_CMR,creek_chub,42,89,6,n,n,n,
2,02/21/2021,10:39:36.991,a,900.226001698449,a900.226001698449,NorthCampus_CMR,creek_chub,42,90,7.3,n,n,n,
2,02/21/2021,10:42:05.818,a,900.226001698486,a900.226001698486,NorthCampus_CMR,creek_chub,42,98,8.9,n,n,n,
2,02/21/2021,10:44:01.785,a,900.226001698558,a900.226001698558,NorthCampus_CMR,green_sunfish,42,92,12.3,n,n,n,
2,02/21/2021,10:44:54.427,a,900.226001698420,a900.226001698420,NorthCampus_CMR,redbreast_sunfish,42,63,4.1,n,n,n,
2,02/21/2021,10:46:11.883,a,900.226001698433,a900.226001698433,NorthCampus_CMR,creek_chub,42,68,3.3,n,n,n,
2,02/21/2021,10:49:21.532,a,900.226001167723,a900.226001167723,NorthCampus_CMR,redbreast_sunfish,43,112,20.8,y,n,n,
2,02/21/2021,10:50:09.495,a,900.226001698578,a900.226001698578,NorthCampus_CMR,green_sunfish,43,80,8.1,n,n,n,
2,02/21/2021,10:51:00.978,a,900.226001698575,a900.226001698575,NorthCampus_CMR,green_sunfish,43,74,6,n,n,n,
2,02/21/2021,10:52:08.173,a,900.226001698523,a900.226001698523,NorthCampus_CMR,bluehead_chub,43,85,7,n,n,n,
3,05/15/2021,09:39:40.462,a,900.226001167772,a900.226001167772,NorthCampus_CMR,bluehead_chub,1,104,14.2,y,n,n,
3,05/15/2021,09:42:41.905,a,900.226001698559,a900.226001698559,NorthCampus_CMR,bluehead_chub,1,102,15.3,n,n,n,
